d18O SMOW;Analysis;Date;clock time;time after start single run (h);east-west (um);north-south (um);primary current (nA);16O ions per sec;18O/16O measured;1 SE (permil);16O1H/16O measured;1 SE (%);DT-FA-x (digits);DT-FA-y (digits);entrance slit x (digits);Source Pressure (mbar);18O/16O IMF corrected;d18O SMOW
24.95;Map-Otolith@0265;27.11.2021;06:34;14.41;2661;-2144;2.87;1.77E+09;0.00204583;0.11;0.0382;0.13;49;-26;6;1.20E-08;0.00205524;24.95
24.96;Map-Otolith@0243;27.11.2021;05:21;13.19;3276;-2935;2.86;1.78E+09;0.00204584;0.13;0.0382;0.03;51;-22;7;1.20E-08;0.00205524;24.96
24.97;Map-Otolith@0113;26.11.2021;22:06;6.27;2937;-2717;2.79;1.77E+09;0.00204586;0.09;0.0431;0.28;45;-16;7;1.30E-08;0.00205527;24.97
24.97;Map-Otolith@0435;27.11.2021;16:00;23.52;1676;-3026;2.96;1.88E+09;0.00204586;0.15;0.0425;0.21;42;-20;11;1.10E-08;0.00205527;24.97
24.97;Map-Otolith@0192;27.11.2021;02:27;10.62;2190;-1775;2.81;1.76E+09;0.00204587;0.11;0.0431;0.08;47;-24;6;1.20E-08;0.00205527;24.97
24.97;Map-Otolith@0054;26.11.2021;18:52;3.03;2465;-2963;2.82;1.80E+09;0.00204587;0.12;0.0423;0.17;36;-11;3;1.30E-08;0.00205528;24.97
24.98;Map-Otolith@0203;27.11.2021;03:10;11.01;1676;-3375;2.83;1.77E+09;0.00204588;0.08;0.0422;0.09;43;-19;10;1.20E-08;0.00205528;24.98
24.98;Map-Otolith@0530;27.11.2021;21:13;28.41;2622;-1816;2.91;1.86E+09;0.00204588;0.13;0.0417;0.17;47;-31;5;1.10E-08;0.00205528;24.98
24.98;Map-Otolith@0777;28.11.2021;10:55;41.79;2818;-1857;2.92;1.87E+09;0.00204588;0.11;0.0396;0.19;45;-31;12;1.00E-08;0.00205528;24.98
24.99;Map-Otolith@0341;27.11.2021;10:44;18.58;2465;-2758;2.88;1.84E+09;0.00204591;0.1;0.0456;0.05;46;-26;4;1.20E-08;0.00205531;24.99
25;Map-Otolith@0221;27.11.2021;04:09;11.99;2740;-1898;2.84;1.75E+09;0.00204592;0.11;0.0415;0.2;49;-24;7;1.20E-08;0.00205532;25
25;Map-Otolith@0448;27.11.2021;16:43;24.24;1636;-2250;2.95;1.90E+09;0.00204592;0.1;0.0443;0.25;43;-27;4;1.10E-08;0.00205532;25
25;Map-Otolith@0603;28.11.2021;01:21;32.55;2819;-1734;3;1.91E+09;0.00204592;0.11;0.0416;0.07;47;-31;6;1.10E-08;0.00205533;25
25;Map-Otolith@0049;26.11.2021;18:35;2.75;2033;-2676;2.83;1.79E+09;0.00204593;0.11;0.0406;0.43;35;-11;3;1.30E-08;0.00205533;25
25.01;Map-Otolith@0616;28.11.2021;02:04;33.26;2386;-2267;3.02;1.95E+09;0.00204594;0.11;0.04;0.32;43;-29;5;1.10E-08;0.00205534;25.01
25.01;Map-Otolith@0194;27.11.2021;02:33;10.72;2543;-2431;2.83;1.79E+09;0.00204594;0.11;0.0458;0.16;49;-24;5;1.20E-08;0.00205534;25.01
25.01;Map-Otolith@0466;27.11.2021;17:42;25.22;3116;-3095;2.98;1.89E+09;0.00204594;0.1;0.0411;0.11;53;-20;5;1.10E-08;0.00205535;25.01
25.01;Map-Otolith@0093;26.11.2021;21:00;5.17;3276;-3293;2.76;1.72E+09;0.00204595;0.15;0.0394;0.23;47;-13;10;1.20E-08;0.00205535;25.01
25.01;Map-Otolith@0263;27.11.2021;06:27;14.29;2308;-2267;2.88;1.80E+09;0.00204595;0.12;0.0445;0.36;47;-27;5;1.20E-08;0.00205536;25.01
25.02;Map-Otolith@0385;27.11.2021;13:09;20.67;2072;-1775;2.89;1.83E+09;0.00204596;0.12;0.0388;0.22;46;-26;2;1.20E-08;0.00205537;25.02
25.02;Map-Otolith@0378;27.11.2021;12:46;20.29;3076;-2338;2.91;1.84E+09;0.00204597;0.13;0.0391;0.1;51;-25;8;1.20E-08;0.00205537;25.02
25.02;Map-Otolith@0219;27.11.2021;04:02;11.88;1876;-3126;2.84;1.79E+09;0.00204597;0.13;0.0387;0.38;48;-24;7;1.20E-08;0.00205538;25.02
25.03;Map-Otolith@0164;27.11.2021;00:54;9.07;2190;-2185;2.8;1.74E+09;0.00204598;0.17;0.0453;0.26;47;-23;5;1.20E-08;0.00205539;25.03
25.03;Map-Otolith@0643;28.11.2021;03:33;34.75;2700;-2431;2.92;1.90E+09;0.00204598;0.1;0.0419;0.12;46;-26;0;1.10E-08;0.00205539;25.03
25.03;Map-Otolith@0177;27.11.2021;01:37;9.78;1915;-2267;2.82;1.76E+09;0.00204599;0.16;0.0393;0.22;46;-27;6;1.20E-08;0.0020554;25.03
25.03;Map-Otolith@0701;28.11.2021;06:44;37.61;2858;-3127;2.9;1.89E+09;0.00204599;0.12;0.0409;0.5;47;-23;4;1.10E-08;0.0020554;25.03
25.04;Map-Otolith@0012;26.11.2021;16:33;0.72;2072;-2553;2.84;1.84E+09;0.002046;0.14;0.0405;0.1;24;-1;4;1.30E-08;0.0020554;25.04
25.04;Map-Otolith@0543;27.11.2021;21:56;29.13;2857;-3332;2.9;1.82E+09;0.002046;0.1;0.0356;0.3;50;-20;3;1.10E-08;0.0020554;25.04
25.04;Map-Otolith@0080;26.11.2021;20:18;4.47;3076;-2059;2.79;1.74E+09;0.002046;0.09;0.0407;0.46;39;-16;8;1.30E-08;0.00205541;25.04
25.05;Map-Otolith@0034;26.11.2021;17:46;1.93;3196;-2258;2.82;1.78E+09;0.00204602;0.15;0.0385;0.17;35;-6;10;1.30E-08;0.00205543;25.05
25.05;Map-Otolith@0275;27.11.2021;07:07;14.96;2740;-1980;2.87;1.78E+09;0.00204602;0.1;0.0439;0.07;45;-28;12;1.20E-08;0.00205543;25.05
25.05;Map-Otolith@0428;27.11.2021;15:37;23.14;1877;-2431;2.96;1.89E+09;0.00204602;0.09;0.0385;0.06;44;-28;5;1.10E-08;0.00205543;25.05
25.05;Map-Otolith@0797;28.11.2021;12:08;43.01;2819;-2717;3.02;1.95E+09;0.00204603;0.13;0.0351;0.12;47;-23;4;1.00E-08;0.00205543;25.05
25.05;Map-Otolith@0136;26.11.2021;23:22;7.53;1756;-2909;2.77;1.73E+09;0.00204603;0.15;0.0437;0.31;42;-20;10;1.20E-08;0.00205544;25.05
25.05;Map-Otolith@0188;27.11.2021;02:13;10.38;3076;-2019;2.81;1.75E+09;0.00204603;0.1;0.0319;0.07;47;-23;14;1.20E-08;0.00205544;25.05
25.06;Map-Otolith@0510;27.11.2021;20:07;27.31;1676;-2211;2.95;1.89E+09;0.00204604;0.1;0.0435;0.05;41;-27;7;1.10E-08;0.00205544;25.06
25.06;Map-Otolith@0684;28.11.2021;05:48;36.67;2190;-3413;2.91;1.83E+09;0.00204605;0.18;0.0423;0.31;42;-20;9;1.10E-08;0.00205546;25.06
25.06;Map-Otolith@0020;26.11.2021;16:59;1.15;2033;-2922;2.84;1.80E+09;0.00204605;0.16;0.0421;0.68;27;-3;4;1.30E-08;0.00205546;25.06
25.06;Map-Otolith@0423;27.11.2021;15:21;22.87;2896;-2594;2.94;1.87E+09;0.00204605;0.11;0.0411;0.07;49;-25;5;1.10E-08;0.00205546;25.06
25.07;Map-Otolith@0138;26.11.2021;23:29;7.65;1994;-1939;2.76;1.66E+09;0.00204606;0.13;0.048;0.16;46;-21;4;1.20E-08;0.00205547;25.07
25.07;Map-Otolith@0431;27.11.2021;15:47;23.3;1756;-2250;2.95;1.89E+09;0.00204607;0.09;0.0391;0.22;42;-31;5;1.10E-08;0.00205547;25.07
25.07;Map-Otolith@0027;26.11.2021;17:22;1.53;3196;-2816;2.83;1.80E+09;0.00204607;0.14;0.0412;0.04;33;-2;10;1.30E-08;0.00205547;25.07
25.07;Map-Otolith@0163;27.11.2021;00:51;9.02;2072;-3168;2.83;1.74E+09;0.00204607;0.12;0.0451;0.32;47;-21;0;1.20E-08;0.00205548;25.07
25.07;Map-Otolith@0336;27.11.2021;10:27;18.29;3036;-2935;2.89;1.81E+09;0.00204607;0.14;0.0391;0.31;51;-24;10;1.20E-08;0.00205548;25.07
25.08;Map-Otolith@0766;28.11.2021;10:19;41.19;2033;-2349;2.94;1.92E+09;0.00204609;0.12;0.0386;0.23;41;-30;9;1.00E-08;0.00205549;25.08
25.09;Map-Otolith@0009;26.11.2021;16:23;0.55;1796;-2444;2.91;1.87E+09;0.0020461;0.13;0.0382;0.15;25;2;4;1.30E-08;0.00205551;25.09
25.09;Map-Otolith@0241;27.11.2021;05:15;13.09;3276;-3095;2.87;1.79E+09;0.00204611;0.1;0.0397;0.05;54;-24;8;1.20E-08;0.00205552;25.09
25.1;Map-Otolith@0552;27.11.2021;22:26;29.63;2937;-2881;2.94;1.93E+09;0.00204612;0.1;0.0416;0.14;49;-25;2;1.10E-08;0.00205553;25.1
25.1;Map-Otolith@0618;28.11.2021;02:10;33.36;2739;-2021;3.03;1.93E+09;0.00204613;0.12;0.0397;0.24;44;-31;9;1.10E-08;0.00205553;25.1
25.11;Map-Otolith@0640;28.11.2021;03:23;34.58;3196;-2298;2.91;1.91E+09;0.00204614;0.11;0.0358;0.14;50;-29;0;1.10E-08;0.00205554;25.11
25.11;Map-Otolith@0588;28.11.2021;00:25;31.61;2268;-2431;2.96;1.91E+09;0.00204614;0.09;0.0392;0.33;38;-26;7;1.10E-08;0.00205555;25.11
25.11;Map-Otolith@0252;27.11.2021;05:51;13.69;2976;-1939;2.85;1.76E+09;0.00204615;0.12;0.0439;0.12;49;-26;9;1.20E-08;0.00205555;25.11
25.11;Map-Otolith@0491;27.11.2021;19:05;26.6;3276;-2895;2.92;1.86E+09;0.00204615;0.12;0.0349;0.06;52;-22;5;1.10E-08;0.00205556;25.11
25.12;Map-Otolith@0558;27.11.2021;22:46;29.96;2583;-3209;2.97;1.88E+09;0.00204616;0.11;0.0406;0.08;46;-22;7;1.10E-08;0.00205556;25.12
25.12;Map-Otolith@0390;27.11.2021;13:25;20.94;2740;-2472;2.91;1.83E+09;0.00204617;0.12;0.039;0.19;47;-26;4;1.20E-08;0.00205558;25.12
25.12;Map-Otolith@0605;28.11.2021;01:27;32.65;1636;-2987;3;1.91E+09;0.00204617;0.1;0.0409;0.24;39;-22;10;1.10E-08;0.00205558;25.12
25.13;Map-Otolith@0069;26.11.2021;19:41;3.85;2622;-3045;2.8;1.73E+09;0.00204618;0.16;0.0434;0.37;40;-15;4;1.30E-08;0.00205559;25.13
25.13;Map-Otolith@0285;27.11.2021;07:40;15.51;1636;-2909;2.86;1.80E+09;0.00204618;0.1;0.0434;0.16;44;-24;7;1.20E-08;0.00205559;25.13
25.13;Map-Otolith@0700;28.11.2021;06:41;37.56;2426;-3209;2.92;1.86E+09;0.00204619;0.15;0.0406;0.31;44;-21;3;1.10E-08;0.0020556;25.13
25.14;Map-Otolith@0578;27.11.2021;23:52;31.06;2818;-3332;3.01;1.92E+09;0.0020462;0.11;0.0383;0.04;48;-21;1;1.10E-08;0.0020556;25.14
25.14;Map-Otolith@0216;27.11.2021;03:52;11.71;1993;-2881;2.88;1.76E+09;0.0020462;0.12;0.0389;0.42;47;-23;4;1.20E-08;0.0020556;25.14
25.14;Map-Otolith@0440;27.11.2021;16:17;23.8;2033;-1939;2.94;1.88E+09;0.0020462;0.1;0.0385;0.22;45;-27;8;1.10E-08;0.00205561;25.14
25.15;Map-Otolith@0135;26.11.2021;23:19;7.48;1876;-2799;2.77;1.74E+09;0.00204621;0.12;0.0432;0.17;45;-21;7;1.20E-08;0.00205562;25.15
25.15;Map-Otolith@0383;27.11.2021;13:02;20.55;1716;-2715;2.9;1.88E+09;0.00204623;0.12;0.0442;0.18;44;-25;3;1.20E-08;0.00205564;25.15
25.16;Map-Otolith@0024;26.11.2021;17:13;1.38;1636;-3375;2.84;1.79E+09;0.00204624;0.15;0.0443;0.24;27;-2;11;1.30E-08;0.00205564;25.16
25.16;Map-Otolith@0236;27.11.2021;04:58;12.81;2504;-1734;2.88;1.81E+09;0.00204624;0.13;0.0417;0.13;48;-25;5;1.20E-08;0.00205565;25.16
25.16;Map-Otolith@0656;28.11.2021;04:16;35.14;2622;-3127;2.93;1.84E+09;0.00204624;0.11;0.0386;0.32;46;-23;6;1.10E-08;0.00205565;25.16
25.16;Map-Otolith@0161;27.11.2021;00:44;8.9;1796;-2832;2.8;1.75E+09;0.00204625;0.08;0.0459;0.1;46;-19;9;1.20E-08;0.00205565;25.16
25.17;Map-Otolith@0396;27.11.2021;13:45;21.27;2622;-3168;2.95;1.85E+09;0.00204626;0.13;0.0428;0.21;48;-23;10;1.20E-08;0.00205566;25.17
25.17;Map-Otolith@0652;28.11.2021;04:03;34.92;2465;-3250;2.93;1.92E+09;0.00204626;0.14;0.0434;0.35;45;-19;3;1.10E-08;0.00205567;25.17
25.17;Map-Otolith@0606;28.11.2021;01:31;32.71;2032;-2881;3.01;1.91E+09;0.00204626;0.13;0.0383;0.41;41;-24;12;1.10E-08;0.00205567;25.17
25.17;Map-Otolith@0478;27.11.2021;18:22;25.89;2897;-2553;2.91;1.85E+09;0.00204627;0.16;0.0414;0.13;50;-25;5;1.10E-08;0.00205567;25.17
25.17;Map-Otolith@0715;28.11.2021;07:30;38.37;3116;-2179;2.93;1.86E+09;0.00204627;0.11;0.039;0.07;47;-29;3;1.00E-08;0.00205568;25.17
25.17;Map-Otolith@0016;26.11.2021;16:46;0.93;1716;-2521;2.83;1.85E+09;0.00204627;0.18;0.0452;0.16;28;-2;2;1.30E-08;0.00205568;25.17
25.17;Map-Otolith@0384;27.11.2021;13:05;20.6;3076;-2856;2.9;1.84E+09;0.00204627;0.11;0.0381;0.08;52;-24;2;1.10E-08;0.00205568;25.17
25.18;Map-Otolith@0237;27.11.2021;05:02;12.88;2229;-3168;2.89;1.83E+09;0.00204627;0.13;0.0465;0.43;46;-23;4;1.20E-08;0.00205568;25.18
25.18;Map-Otolith@0663;28.11.2021;04:39;35.52;2976;-3085;2.93;1.89E+09;0.00204628;0.13;0.038;0.15;48;-19;4;1.10E-08;0.00205569;25.18
25.18;Map-Otolith@0584;28.11.2021;00:12;31.4;2072;-3045;3.04;1.91E+09;0.00204628;0.11;0.0423;0.38;43;-24;8;1.10E-08;0.00205569;25.18
25.18;Map-Otolith@0173;27.11.2021;01:24;9.57;1756;-3220;2.8;1.73E+09;0.00204629;0.11;0.0409;0.23;45;-22;12;1.20E-08;0.0020557;25.18
25.18;Map-Otolith@0765;28.11.2021;10:16;41.14;2740;-2553;2.94;1.93E+09;0.00204629;0.11;0.0376;0.07;45;-26;-1;1.00E-08;0.0020557;25.18
25.19;Map-Otolith@0211;27.11.2021;03:36;11.44;2268;-2758;2.83;1.79E+09;0.0020463;0.1;0.0478;0.14;48;-25;5;1.20E-08;0.0020557;25.19
25.19;Map-Otolith@0347;27.11.2021;11:04;18.91;3076;-2099;2.89;1.80E+09;0.0020463;0.12;0.0413;0.19;46;-28;6;1.20E-08;0.00205571;25.19
25.19;Map-Otolith@0015;26.11.2021;16:43;0.88;2778;-3168;2.83;1.82E+09;0.00204631;0.13;0.0415;0.12;28;-2;3;1.30E-08;0.00205572;25.19
25.19;Map-Otolith@0047;26.11.2021;18:29;2.65;2857;-3250;2.83;1.82E+09;0.00204631;0.11;0.0435;0.08;37;-9;1;1.30E-08;0.00205572;25.19
25.2;Map-Otolith@0056;26.11.2021;18:58;3.13;2032;-1734;2.82;1.78E+09;0.00204632;0.13;0.0444;0.09;36;-6;3;1.30E-08;0.00205573;25.2
25.21;Map-Otolith@0123;26.11.2021;22:39;6.82;2504;-2717;2.78;1.74E+09;0.00204633;0.1;0.0477;0.04;45;-20;6;1.30E-08;0.00205574;25.21
25.21;Map-Otolith@0170;27.11.2021;01:14;9.4;3036;-2019;2.8;1.74E+09;0.00204633;0.14;0.0456;0.4;47;-23;8;1.20E-08;0.00205574;25.21
25.21;Map-Otolith@0055;26.11.2021;18:55;3.08;2347;-3373;2.82;1.53E+09;0.00204634;0.15;0.0411;0.03;38;-12;12;1.30E-08;0.00205575;25.21
25.21;Map-Otolith@0609;28.11.2021;01:41;32.88;3036;-1979;3.01;1.92E+09;0.00204634;0.1;0.0421;0.49;49;-29;1;1.10E-08;0.00205575;25.21
25.21;Map-Otolith@0351;27.11.2021;11:17;18.8;2622;-3086;2.9;1.82E+09;0.00204635;0.12;0.0413;0.05;47;-26;7;1.20E-08;0.00205575;25.21
25.22;Map-Otolith@0160;27.11.2021;00:41;8.85;2976;-1816;2.79;1.70E+09;0.00204635;0.15;0.0473;0.34;48;-20;12;1.20E-08;0.00205576;25.22
25.22;Map-Otolith@0594;28.11.2021;00:44;31.93;1676;-2987;2.96;1.86E+09;0.00204636;0.13;0.0416;0.17;41;-22;11;1.10E-08;0.00205577;25.22
25.22;Map-Otolith@0805;28.11.2021;12:34;43.44;2111;-2267;3.03;1.97E+09;0.00204637;0.12;0.0345;0.13;42;-25;7;1.00E-08;0.00205577;25.22
25.22;Map-Otolith@0088;26.11.2021;20:44;4.9;3036;-2179;2.77;1.72E+09;0.00204637;0.15;0.0426;0.23;44;-17;8;1.30E-08;0.00205578;25.22
25.22;Map-Otolith@0026;26.11.2021;17:19;1.48;1756;-2715;2.83;1.84E+09;0.00204637;0.14;0.0479;0.21;28;-4;5;1.30E-08;0.00205578;25.22
25.22;Map-Otolith@0228;27.11.2021;04:32;12.38;2819;-2308;2.87;1.78E+09;0.00204637;0.11;0.0408;0.37;49;-26;9;1.20E-08;0.00205578;25.22
25.22;Map-Otolith@0202;27.11.2021;03:06;10.94;1993;-3045;2.83;1.77E+09;0.00204637;0.15;0.0447;0.22;45;-24;5;1.20E-08;0.00205578;25.22
25.23;Map-Otolith@0132;26.11.2021;23:09;7.32;1756;-3297;2.77;1.72E+09;0.00204638;0.11;0.0414;0.24;45;-17;9;1.30E-08;0.00205578;25.23
25.23;Map-Otolith@0664;28.11.2021;04:42;35.57;2996;-2577;2.95;1.92E+09;0.00204638;0.08;0.0378;0.1;49;-27;1;1.10E-08;0.00205578;25.23
25.23;Map-Otolith@0677;28.11.2021;05:25;36.29;2778;-2103;2.96;1.91E+09;0.00204638;0.11;0.037;0.18;47;-28;5;1.10E-08;0.00205579;25.23
25.23;Map-Otolith@0699;28.11.2021;06:38;37.51;2739;-2840;2.94;1.88E+09;0.00204638;0.12;0.0384;0.19;47;-20;2;1.00E-08;0.00205579;25.23
25.23;Map-Otolith@0660;28.11.2021;04:29;35.36;2622;-3332;2.93;1.79E+09;0.00204639;0.12;0.0379;0.2;47;-20;11;1.10E-08;0.00205579;25.23
25.23;Map-Otolith@0267;27.11.2021;06:40;14.51;2976;-2922;2.86;1.79E+09;0.00204639;0.12;0.0407;0.03;52;-26;4;1.20E-08;0.0020558;25.23
25.23;Map-Otolith@0708;28.11.2021;07:07;37.99;2072;-3373;2.89;1.81E+09;0.00204639;0.15;0.0411;0.37;42;-18;3;1.00E-08;0.0020558;25.23
25.24;Map-Otolith@0387;27.11.2021;13:15;20.77;2425;-1693;2.89;1.83E+09;0.00204641;0.12;0.0402;0.21;48;-29;5;1.10E-08;0.00205581;25.24
25.24;Map-Otolith@0495;27.11.2021;19:18;26.82;1836;-2715;2.95;1.91E+09;0.00204641;0.09;0.044;0.04;45;-26;3;1.10E-08;0.00205581;25.24
25.25;Map-Otolith@0025;26.11.2021;17:16;1.43;2504;-3250;2.82;1.85E+09;0.00204642;0.18;0.0513;0.4;28;-8;5;1.30E-08;0.00205582;25.25
25.25;Map-Otolith@0551;27.11.2021;22:23;29.58;2150;-2062;2.95;1.88E+09;0.00204642;0.14;0.0409;0.3;42;-28;5;1.10E-08;0.00205583;25.25
25.25;Map-Otolith@0361;27.11.2021;11:50;19.35;2996;-3254;2.92;1.84E+09;0.00204642;0.1;0.0412;0.22;46;-23;7;1.20E-08;0.00205583;25.25
25.25;Map-Otolith@0610;28.11.2021;01:44;32.93;1676;-2677;3.01;1.98E+09;0.00204643;0.15;0.0418;0.15;40;-23;5;1.10E-08;0.00205583;25.25
25.25;Map-Otolith@0314;27.11.2021;09:15;17.09;2543;-2185;2.86;1.77E+09;0.00204643;0.09;0.0402;0.24;47;-28;8;1.20E-08;0.00205584;25.25
25.26;Map-Otolith@0646;28.11.2021;03:43;34.91;2976;-2717;2.92;1.89E+09;0.00204644;0.13;0.0421;0.12;49;-21;6;1.10E-08;0.00205584;25.26
25.26;Map-Otolith@0686;28.11.2021;05:55;36.79;1796;-2715;2.91;1.87E+09;0.00204644;0.11;0.042;0.19;39;-26;2;1.00E-08;0.00205585;25.26
25.26;Map-Otolith@0376;27.11.2021;12:39;20.17;2739;-2594;2.91;1.86E+09;0.00204644;0.09;0.0402;0.04;45;-31;2;1.20E-08;0.00205585;25.26
25.26;Map-Otolith@0284;27.11.2021;07:36;15.44;2897;-1734;2.86;1.78E+09;0.00204645;0.14;0.044;0.17;51;-27;8;1.20E-08;0.00205586;25.26
25.27;Map-Otolith@0441;27.11.2021;16:20;23.85;3196;-3174;2.92;1.86E+09;0.00204646;0.11;0.0409;0.11;54;-19;6;1.10E-08;0.00205586;25.27
25.27;Map-Otolith@0426;27.11.2021;15:31;23.04;3036;-2378;2.94;1.88E+09;0.00204646;0.14;0.0392;0.05;51;-28;7;1.10E-08;0.00205587;25.27
25.27;Map-Otolith@0293;27.11.2021;08:06;15.94;2425;-3413;2.85;1.38E+09;0.00204647;0.13;0.0399;0.04;47;-27;7;1.20E-08;0.00205588;25.27
25.27;Map-Otolith@0250;27.11.2021;05:44;13.58;1955;-2922;2.86;1.81E+09;0.00204647;0.13;0.0387;0.27;45;-24;-3;1.20E-08;0.00205588;25.27
25.28;Map-Otolith@0195;27.11.2021;02:37;10.78;1836;-3103;2.84;1.79E+09;0.00204648;0.16;0.0386;0.46;47;-23;8;1.20E-08;0.00205589;25.28
25.28;Map-Otolith@0730;28.11.2021;08:20;39.21;2661;-3086;2.91;1.90E+09;0.00204648;0.11;0.0397;0.03;45;-21;8;1.00E-08;0.00205589;25.28
25.28;Map-Otolith@0691;28.11.2021;06:11;37.06;1796;-2677;2.91;1.89E+09;0.00204648;0.11;0.045;0.04;38;-24;10;1.00E-08;0.00205589;25.28
25.28;Map-Otolith@0473;27.11.2021;18:05;25.6;2661;-1816;2.92;1.82E+09;0.00204649;0.13;0.0436;0.06;47;-30;8;1.10E-08;0.00205589;25.28
25.28;Map-Otolith@0567;27.11.2021;23:16;30.46;2033;-2513;3;1.96E+09;0.00204649;0.13;0.0379;0.22;41;-31;6;1.10E-08;0.0020559;25.28
25.29;Map-Otolith@0436;27.11.2021;16:03;23.57;2739;-2431;2.98;1.86E+09;0.00204649;0.13;0.0374;0.08;50;-25;4;1.10E-08;0.0020559;25.29
25.29;Map-Otolith@0501;27.11.2021;19:38;26.83;2779;-2717;2.92;1.86E+09;0.00204649;0.14;0.0411;0.15;47;-27;4;1.10E-08;0.0020559;25.29
25.29;Map-Otolith@0278;27.11.2021;07:17;15.13;2897;-2062;2.85;1.78E+09;0.0020465;0.09;0.0413;0.22;51;-25;5;1.20E-08;0.00205591;25.29
25.29;Map-Otolith@0487;27.11.2021;18:52;26.39;2819;-1816;2.91;1.85E+09;0.00204651;0.11;0.0413;0.18;47;-29;4;1.10E-08;0.00205592;25.29
25.29;Map-Otolith@0798;28.11.2021;12:11;43.06;3116;-3174;3.02;1.98E+09;0.00204651;0.1;0.0384;0.09;50;-17;-5;1.00E-08;0.00205592;25.29
25.29;Map-Otolith@0204;27.11.2021;03:13;11.06;3076;-1939;2.85;1.76E+09;0.00204651;0.15;0.0362;0.07;45;-26;11;1.20E-08;0.00205592;25.29
25.3;Map-Otolith@0592;28.11.2021;00:38;31.83;2229;-3086;2.97;1.94E+09;0.00204652;0.13;0.0404;0.33;43;-22;0;1.10E-08;0.00205593;25.3
25.3;Map-Otolith@0354;27.11.2021;11:27;18.97;2543;-1734;2.88;1.81E+09;0.00204652;0.09;0.0421;0.06;45;-26;9;1.20E-08;0.00205593;25.3
25.3;Map-Otolith@0399;27.11.2021;13:55;21.44;3036;-2139;2.97;1.87E+09;0.00204652;0.12;0.0403;0.24;51;-25;-1;1.10E-08;0.00205593;25.3
25.3;Map-Otolith@0650;28.11.2021;03:56;35.13;2976;-3209;2.92;1.91E+09;0.00204652;0.11;0.041;0.1;50;-20;5;1.10E-08;0.00205593;25.3
25.3;Map-Otolith@0625;28.11.2021;02:34;33.76;2504;-2472;3.03;1.92E+09;0.00204653;0.1;0.0398;0.11;43;-27;6;1.10E-08;0.00205594;25.3
25.31;Map-Otolith@0641;28.11.2021;03:26;34.63;1877;-2021;2.92;1.85E+09;0.00204654;0.16;0.0392;0.72;42;-29;10;1.10E-08;0.00205595;25.31
25.31;Map-Otolith@0692;28.11.2021;06:15;37.12;2819;-1980;2.91;1.85E+09;0.00204655;0.13;0.0402;0.05;47;-29;6;1.10E-08;0.00205596;25.31
25.33;Map-Otolith@0050;26.11.2021;18:38;2.8;2268;-2717;2.83;1.80E+09;0.00204658;0.12;0.0471;0.23;34;-10;5;1.30E-08;0.00205599;25.33
25.33;Map-Otolith@0678;28.11.2021;05:28;36.34;3236;-2657;2.98;1.91E+09;0.00204659;0.1;0.0329;0.13;53;-26;9;1.00E-08;0.00205599;25.33
25.33;Map-Otolith@0259;27.11.2021;06:14;14.08;1915;-2390;2.86;1.80E+09;0.00204659;0.12;0.0402;0.12;46;-27;6;1.20E-08;0.002056;25.33
25.34;Map-Otolith@0568;27.11.2021;23:19;30.51;3076;-2816;3.02;1.92E+09;0.0020466;0.11;0.0377;0.14;48;-25;4;1.10E-08;0.002056;25.34
25.34;Map-Otolith@0624;28.11.2021;02:30;33.7;2936;-1857;3.04;1.96E+09;0.0020466;0.08;0.0411;0.11;47;-31;3;1.10E-08;0.002056;25.34
25.34;Map-Otolith@0261;27.11.2021;06:21;14.19;2976;-3413;2.88;1.80E+09;0.00204661;0.12;0.042;0.22;51;-23;1;1.20E-08;0.00205601;25.34
25.34;Map-Otolith@0738;28.11.2021;08:46;39.64;2936;-2267;2.9;1.87E+09;0.00204661;0.09;0.0385;0.07;46;-28;-1;1.00E-08;0.00205602;25.34
25.35;Map-Otolith@0794;28.11.2021;11:51;42.72;1636;-2754;2.99;1.96E+09;0.00204663;0.12;0.042;0.11;36;-23;11;1.00E-08;0.00205604;25.35
25.35;Map-Otolith@0752;28.11.2021;09:33;40.42;3036;-3254;2.92;1.92E+09;0.00204663;0.13;0.0386;0.03;48;-20;2;1.00E-08;0.00205604;25.35
25.36;Map-Otolith@0560;27.11.2021;22:53;30.08;2582;-3086;2.99;1.95E+09;0.00204663;0.11;0.041;0.21;45;-23;6;1.10E-08;0.00205604;25.36
25.36;Map-Otolith@0665;28.11.2021;04:46;35.64;2937;-2963;2.93;1.92E+09;0.00204665;0.13;0.0395;0.15;49;-22;1;1.10E-08;0.00205606;25.36
25.36;Map-Otolith@0005;26.11.2021;16:10;0.33;3036;-2218;2.86;1.86E+09;0.00204665;0.13;0.0419;0.09;22;4;6;1.30E-08;0.00205606;25.36
25.37;Map-Otolith@0266;27.11.2021;06:37;14.46;2857;-2922;2.87;1.82E+09;0.00204666;0.08;0.0399;0.11;49;-27;3;1.20E-08;0.00205607;25.37
25.37;Map-Otolith@0438;27.11.2021;16:10;23.69;1836;-3141;2.93;1.87E+09;0.00204666;0.12;0.0366;0.47;46;-22;5;1.10E-08;0.00205607;25.37
25.37;Map-Otolith@0658;28.11.2021;04:22;35.24;2937;-1898;2.92;1.90E+09;0.00204666;0.13;0.0409;0.14;46;-31;2;1.10E-08;0.00205607;25.37
