"ID"	"TL_mm"	"weight"	"sex"	"area"	"capt_date"	"age"	"cohort"	"year"	"inc_um"	"rad_um"	"core"	"d18O"	"sims_dist"
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-8.0095734	69.0289794216893
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.6409696	103.232746742494
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.3014661	137.437258412703
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.6991702	172.261429228948
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.09776399999999	206.465493484989
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-8.2035754	241.290281611175
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.5439686	275.494101570251
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.2926557	309.698240227483
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.3023558	344.522858457897
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.3208663	378.726814471856
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.70976	413.551689635044
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.9328623	447.755513645561
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-9.3384871	481.959541870477
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.4566677	516.784287686845
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.52545809999999	550.988203140503
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-5.8464511	585.813110129843
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-7.0395634	620.016935252578
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.0792535	654.841965668053
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.3702565	689.045716915794
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.5739586	723.24961113021
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-6.3314561	758.07453459406
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	805.4	805.4	133.8	-5.545748	793.062418728816
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	245.4	1050.8	133.8	-5.8852515	828.671225517092
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	245.4	1050.8	133.8	-5.7785504	863.660234119877
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	245.4	1050.8	133.8	-5.5845484	898.650098759245
